delay_hours,bug_probability,bug_rate_label,success_probability,successful_deployments,total_deployments,simulation_days
9.7500,0.014059,1 in 71,0.296196,109,368,180
10.0000,0.014059,1 in 71,0.304813,114,374,180
10.2500,0.014059,1 in 71,0.275956,101,366,180
10.5000,0.014059,1 in 71,0.279006,101,362,180
10.7500,0.014059,1 in 71,0.259155,92,355,180
11.0000,0.014059,1 in 71,0.317507,107,337,180
11.2500,0.014059,1 in 71,0.291667,98,336,180
11.5000,0.014059,1 in 71,0.260479,87,334,180
11.7500,0.014059,1 in 71,0.259146,85,328,180
12.0000,0.014059,1 in 71,0.227545,76,334,180
1.0000,0.014892,1 in 67,0.820126,1304,1590,180
1.2500,0.014892,1 in 67,0.821021,1078,1313,180
1.5000,0.014892,1 in 67,0.752879,850,1129,180
1.7500,0.014892,1 in 67,0.743230,741,997,180
2.0000,0.014892,1 in 67,0.707237,645,912,180
2.2500,0.014892,1 in 67,0.692029,573,828,180
2.5000,0.014892,1 in 67,0.669271,514,768,180
2.7500,0.014892,1 in 67,0.654987,486,742,180
3.0000,0.014892,1 in 67,0.601449,415,690,180
3.2500,0.014892,1 in 67,0.581102,369,635,180
3.5000,0.014892,1 in 67,0.595847,373,626,180
3.7500,0.014892,1 in 67,0.597039,363,608,180
4.0000,0.014892,1 in 67,0.557377,340,610,180
4.2500,0.014892,1 in 67,0.533784,316,592,180
4.5000,0.014892,1 in 67,0.574427,301,524,180
4.7500,0.014892,1 in 67,0.515444,267,518,180
5.0000,0.014892,1 in 67,0.512770,261,509,180
5.2500,0.014892,1 in 67,0.469786,241,513,180
5.5000,0.014892,1 in 67,0.478088,240,502,180
5.7500,0.014892,1 in 67,0.445946,231,518,180
6.0000,0.014892,1 in 67,0.448000,224,500,180
6.2500,0.014892,1 in 67,0.477083,229,480,180
6.5000,0.014892,1 in 67,0.430303,213,495,180
6.7500,0.014892,1 in 67,0.437895,208,475,180
7.0000,0.014892,1 in 67,0.438865,201,458,180
7.2500,0.014892,1 in 67,0.388521,176,453,180
7.5000,0.014892,1 in 67,0.414097,188,454,180
7.7500,0.014892,1 in 67,0.389140,172,442,180
8.0000,0.014892,1 in 67,0.389522,171,439,180
8.2500,0.014892,1 in 67,0.404358,167,413,180
8.5000,0.014892,1 in 67,0.354610,150,423,180
8.7500,0.014892,1 in 67,0.361596,145,401,180
9.0000,0.014892,1 in 67,0.322335,127,394,180
9.2500,0.014892,1 in 67,0.306494,118,385,180
9.5000,0.014892,1 in 67,0.293506,113,385,180
9.7500,0.014892,1 in 67,0.274406,104,379,180
10.0000,0.014892,1 in 67,0.259259,98,378,180
10.2500,0.014892,1 in 67,0.270950,97,358,180
10.5000,0.014892,1 in 67,0.263736,96,364,180
10.7500,0.014892,1 in 67,0.238356,87,365,180
11.0000,0.014892,1 in 67,0.247839,86,347,180
11.2500,0.014892,1 in 67,0.284431,95,334,180
11.5000,0.014892,1 in 67,0.247059,84,340,180
11.7500,0.014892,1 in 67,0.211310,71,336,180
12.0000,0.014892,1 in 67,0.159763,54,338,180
1.0000,0.015774,1 in 63,0.816583,1300,1592,180
1.2500,0.015774,1 in 63,0.796662,1050,1318,180
1.5000,0.015774,1 in 63,0.774021,870,1124,180
1.7500,0.015774,1 in 63,0.738739,738,999,180
2.0000,0.015774,1 in 63,0.686147,634,924,180
2.2500,0.015774,1 in 63,0.657419,545,829,180
2.5000,0.015774,1 in 63,0.610540,475,778,180
2.7500,0.015774,1 in 63,0.629183,470,747,180
3.0000,0.015774,1 in 63,0.571637,391,684,180
3.2500,0.015774,1 in 63,0.554160,353,637,180
3.5000,0.015774,1 in 63,0.558870,356,637,180
3.7500,0.015774,1 in 63,0.537480,337,627,180
4.0000,0.015774,1 in 63,0.529791,329,621,180
4.2500,0.015774,1 in 63,0.505000,303,600,180
4.5000,0.015774,1 in 63,0.495637,284,573,180
4.7500,0.015774,1 in 63,0.461261,256,555,180
5.0000,0.015774,1 in 63,0.488550,256,524,180
5.2500,0.015774,1 in 63,0.475285,250,526,180
5.5000,0.015774,1 in 63,0.434286,228,525,180
5.7500,0.015774,1 in 63,0.415385,216,520,180
6.0000,0.015774,1 in 63,0.446184,228,511,180
6.2500,0.015774,1 in 63,0.438776,215,490,180
6.5000,0.015774,1 in 63,0.467672,217,464,180
6.7500,0.015774,1 in 63,0.406250,195,480,180
7.0000,0.015774,1 in 63,0.432773,206,476,180
7.2500,0.015774,1 in 63,0.359408,170,473,180
7.5000,0.015774,1 in 63,0.355460,166,467,180
7.7500,0.015774,1 in 63,0.399113,180,451,180
8.0000,0.015774,1 in 63,0.379691,172,453,180
8.2500,0.015774,1 in 63,0.334096,146,437,180
8.5000,0.015774,1 in 63,0.348668,144,413,180
8.7500,0.015774,1 in 63,0.363861,147,404,180
9.0000,0.015774,1 in 63,0.315271,128,406,180
9.2500,0.015774,1 in 63,0.292746,113,386,180
9.5000,0.015774,1 in 63,0.286822,111,387,180
9.7500,0.015774,1 in 63,0.263298,99,376,180
10.0000,0.015774,1 in 63,0.274869,105,382,180
10.2500,0.015774,1 in 63,0.184697,70,379,180
10.5000,0.015774,1 in 63,0.241096,88,365,180
10.7500,0.015774,1 in 63,0.315029,109,346,180
11.0000,0.015774,1 in 63,0.232295,82,353,180
11.2500,0.015774,1 in 63,0.139344,51,366,180
11.5000,0.015774,1 in 63,0.204023,71,348,180
11.7500,0.015774,1 in 63,0.120344,42,349,180
12.0000,0.015774,1 in 63,0.167155,57,341,180
1.0000,0.016709,1 in 60,0.791850,1263,1595,180
1.2500,0.016709,1 in 60,0.790627,1046,1323,180
1.5000,0.016709,1 in 60,0.740088,840,1135,180
1.7500,0.016709,1 in 60,0.721782,729,1010,180
2.0000,0.016709,1 in 60,0.685622,639,932,180
2.2500,0.016709,1 in 60,0.632775,529,836,180
2.5000,0.016709,1 in 60,0.629771,495,786,180
2.7500,0.016709,1 in 60,0.585621,448,765,180
3.0000,0.016709,1 in 60,0.542857,380,700,180
3.2500,0.016709,1 in 60,0.514837,347,674,180
3.5000,0.016709,1 in 60,0.582524,360,618,180
3.7500,0.016709,1 in 60,0.554331,352,635,180
4.0000,0.016709,1 in 60,0.559464,334,597,180
4.2500,0.016709,1 in 60,0.538726,313,581,180
4.5000,0.016709,1 in 60,0.494643,277,560,180
4.7500,0.016709,1 in 60,0.457350,252,551,180
5.0000,0.016709,1 in 60,0.441176,240,544,180
5.2500,0.016709,1 in 60,0.450835,243,539,180
5.5000,0.016709,1 in 60,0.391144,212,542,180
5.7500,0.016709,1 in 60,0.484909,241,497,180
6.0000,0.016709,1 in 60,0.439516,218,496,180
6.2500,0.016709,1 in 60,0.426263,211,495,180
6.5000,0.016709,1 in 60,0.371032,187,504,180
6.7500,0.016709,1 in 60,0.438034,205,468,180
7.0000,0.016709,1 in 60,0.352577,171,485,180
7.2500,0.016709,1 in 60,0.343035,165,481,180
7.5000,0.016709,1 in 60,0.391304,180,460,180
7.7500,0.016709,1 in 60,0.356371,165,463,180
8.0000,0.016709,1 in 60,0.411364,181,440,180
8.2500,0.016709,1 in 60,0.340326,146,429,180
8.5000,0.016709,1 in 60,0.276498,120,434,180
8.7500,0.016709,1 in 60,0.275534,116,421,180
9.0000,0.016709,1 in 60,0.301980,122,404,180
9.2500,0.016709,1 in 60,0.249383,101,405,180
9.5000,0.016709,1 in 60,0.236181,94,398,180
9.7500,0.016709,1 in 60,0.188586,76,403,180
10.0000,0.016709,1 in 60,0.235294,88,374,180
10.2500,0.016709,1 in 60,0.232984,89,382,180
10.5000,0.016709,1 in 60,0.175066,66,377,180
10.7500,0.016709,1 in 60,0.184282,68,369,180
11.0000,0.016709,1 in 60,0.170330,62,364,180
11.2500,0.016709,1 in 60,0.242857,85,350,180
11.5000,0.016709,1 in 60,0.179710,62,345,180
11.7500,0.016709,1 in 60,0.156522,54,345,180
12.0000,0.016709,1 in 60,0.135838,47,346,180
1.0000,0.017699,1 in 57,0.797626,1277,1601,180
1.2500,0.017699,1 in 57,0.752273,993,1320,180
1.5000,0.017699,1 in 57,0.696678,797,1144,180
1.7500,0.017699,1 in 57,0.690030,699,1013,180
2.0000,0.017699,1 in 57,0.674444,607,900,180
2.2500,0.017699,1 in 57,0.601163,517,860,180
2.5000,0.017699,1 in 57,0.609032,472,775,180
2.7500,0.017699,1 in 57,0.620968,462,744,180
3.0000,0.017699,1 in 57,0.536517,382,712,180
3.2500,0.017699,1 in 57,0.549699,365,664,180
3.5000,0.017699,1 in 57,0.532609,343,644,180
3.7500,0.017699,1 in 57,0.495342,319,644,180
4.0000,0.017699,1 in 57,0.500000,324,648,180
4.2500,0.017699,1 in 57,0.484751,302,623,180
4.5000,0.017699,1 in 57,0.466321,270,579,180
4.7500,0.017699,1 in 57,0.483395,262,542,180
5.0000,0.017699,1 in 57,0.442413,242,547,180
5.2500,0.017699,1 in 57,0.410811,228,555,180
5.5000,0.017699,1 in 57,0.373214,209,560,180
5.7500,0.017699,1 in 57,0.396947,208,524,180
6.0000,0.017699,1 in 57,0.398077,207,520,180
6.2500,0.017699,1 in 57,0.380478,191,502,180
6.5000,0.017699,1 in 57,0.337736,179,530,180
6.7500,0.017699,1 in 57,0.328032,165,503,180
7.0000,0.017699,1 in 57,0.368201,176,478,180
7.2500,0.017699,1 in 57,0.348739,166,476,180
7.5000,0.017699,1 in 57,0.328421,156,475,180
7.7500,0.017699,1 in 57,0.309322,146,472,180
8.0000,0.017699,1 in 57,0.334056,154,461,180
8.2500,0.017699,1 in 57,0.268889,121,450,180
8.5000,0.017699,1 in 57,0.301176,128,425,180
8.7500,0.017699,1 in 57,0.224018,97,433,180
9.0000,0.017699,1 in 57,0.250597,105,419,180
9.2500,0.017699,1 in 57,0.268844,107,398,180
9.5000,0.017699,1 in 57,0.186732,76,407,180
9.7500,0.017699,1 in 57,0.211735,83,392,180
10.0000,0.017699,1 in 57,0.228792,89,389,180
10.2500,0.017699,1 in 57,0.167526,65,388,180
10.5000,0.017699,1 in 57,0.150000,57,380,180
10.7500,0.017699,1 in 57,0.166227,63,379,180
11.0000,0.017699,1 in 57,0.106952,40,374,180
11.2500,0.017699,1 in 57,0.120879,44,364,180
11.5000,0.017699,1 in 57,0.112360,40,356,180
11.7500,0.017699,1 in 57,0.146552,51,348,180
12.0000,0.017699,1 in 57,0.013889,5,360,180
1.0000,0.018747,1 in 53,0.778193,1249,1605,180
1.2500,0.018747,1 in 53,0.738577,986,1335,180
1.5000,0.018747,1 in 53,0.707934,812,1147,180
1.7500,0.018747,1 in 53,0.658892,678,1029,180
2.0000,0.018747,1 in 53,0.635870,585,920,180
2.2500,0.018747,1 in 53,0.609393,532,873,180
2.5000,0.018747,1 in 53,0.580645,468,806,180
2.7500,0.018747,1 in 53,0.582677,444,762,180
3.0000,0.018747,1 in 53,0.521618,374,717,180
3.2500,0.018747,1 in 53,0.478645,325,679,180
3.5000,0.018747,1 in 53,0.475146,325,684,180
3.7500,0.018747,1 in 53,0.487768,319,654,180
4.0000,0.018747,1 in 53,0.477918,303,634,180
4.2500,0.018747,1 in 53,0.455399,291,639,180
4.5000,0.018747,1 in 53,0.433836,259,597,180
4.7500,0.018747,1 in 53,0.448155,255,569,180
5.0000,0.018747,1 in 53,0.426763,236,553,180
5.2500,0.018747,1 in 53,0.409420,226,552,180
5.5000,0.018747,1 in 53,0.386194,207,536,180
5.7500,0.018747,1 in 53,0.379679,213,561,180
6.0000,0.018747,1 in 53,0.392453,208,530,180
6.2500,0.018747,1 in 53,0.365759,188,514,180
6.5000,0.018747,1 in 53,0.283122,156,551,180
6.7500,0.018747,1 in 53,0.293103,153,522,180
7.0000,0.018747,1 in 53,0.318548,158,496,180
7.2500,0.018747,1 in 53,0.317623,155,488,180
7.5000,0.018747,1 in 53,0.331942,159,479,180
7.7500,0.018747,1 in 53,0.299578,142,474,180
8.0000,0.018747,1 in 53,0.278008,134,482,180
8.2500,0.018747,1 in 53,0.252193,115,456,180
8.5000,0.018747,1 in 53,0.267281,116,434,180
8.7500,0.018747,1 in 53,0.216401,95,439,180
9.0000,0.018747,1 in 53,0.194954,85,436,180
9.2500,0.018747,1 in 53,0.214797,90,419,180
9.5000,0.018747,1 in 53,0.215159,88,409,180
9.7500,0.018747,1 in 53,0.157385,65,413,180
10.0000,0.018747,1 in 53,0.223650,87,389,180
10.2500,0.018747,1 in 53,0.173575,67,386,180
10.5000,0.018747,1 in 53,0.202128,76,376,180
10.7500,0.018747,1 in 53,0.208556,78,374,180
11.0000,0.018747,1 in 53,0.098404,37,376,180
11.2500,0.018747,1 in 53,0.057895,22,380,180
11.5000,0.018747,1 in 53,0.082873,30,362,180
11.7500,0.018747,1 in 53,0.040107,15,374,180
12.0000,0.018747,1 in 53,0.058659,21,358,180
1.0000,0.019858,1 in 50,0.798367,1271,1592,180
1.2500,0.019858,1 in 50,0.763815,1009,1321,180
1.5000,0.019858,1 in 50,0.700877,799,1140,180
1.7500,0.019858,1 in 50,0.638215,658,1031,180
2.0000,0.019858,1 in 50,0.625786,597,954,180
2.2500,0.019858,1 in 50,0.572941,487,850,180
2.5000,0.019858,1 in 50,0.548148,444,810,180
2.7500,0.019858,1 in 50,0.544757,426,782,180
3.0000,0.019858,1 in 50,0.508242,370,728,180
3.2500,0.019858,1 in 50,0.477306,326,683,180
3.5000,0.019858,1 in 50,0.425501,297,698,180
3.7500,0.019858,1 in 50,0.478916,318,664,180
4.0000,0.019858,1 in 50,0.464122,304,655,180
4.2500,0.019858,1 in 50,0.431529,271,628,180
4.5000,0.019858,1 in 50,0.448505,270,602,180
4.7500,0.019858,1 in 50,0.388795,229,589,180
5.0000,0.019858,1 in 50,0.389456,229,588,180
5.2500,0.019858,1 in 50,0.353741,208,588,180
5.5000,0.019858,1 in 50,0.394545,217,550,180
5.7500,0.019858,1 in 50,0.363475,205,564,180
6.0000,0.019858,1 in 50,0.344144,191,555,180
6.2500,0.019858,1 in 50,0.286486,159,555,180
6.5000,0.019858,1 in 50,0.336595,172,511,180
6.7500,0.019858,1 in 50,0.311024,158,508,180
7.0000,0.019858,1 in 50,0.297244,151,508,180
7.2500,0.019858,1 in 50,0.275449,138,501,180
7.5000,0.019858,1 in 50,0.262729,129,491,180
7.7500,0.019858,1 in 50,0.261317,127,486,180
8.0000,0.019858,1 in 50,0.250522,120,479,180
8.2500,0.019858,1 in 50,0.195329,92,471,180
8.5000,0.019858,1 in 50,0.267416,119,445,180
8.7500,0.019858,1 in 50,0.177778,80,450,180
9.0000,0.019858,1 in 50,0.178490,78,437,180
9.2500,0.019858,1 in 50,0.182033,77,423,180
9.5000,0.019858,1 in 50,0.163895,69,421,180
9.7500,0.019858,1 in 50,0.158151,65,411,180
10.0000,0.019858,1 in 50,0.089806,37,412,180
10.2500,0.019858,1 in 50,0.092040,37,402,180
10.5000,0.019858,1 in 50,0.065163,26,399,180
10.7500,0.019858,1 in 50,0.110526,42,380,180
11.0000,0.019858,1 in 50,0.072727,28,385,180
11.2500,0.019858,1 in 50,0.066489,25,376,180
11.5000,0.019858,1 in 50,0.022959,9,392,180
11.7500,0.019858,1 in 50,0.044077,16,363,180
12.0000,0.019858,1 in 50,0.083333,30,360,180
1.0000,0.021035,1 in 48,0.783208,1250,1596,180
1.2500,0.021035,1 in 48,0.715569,956,1336,180
1.5000,0.021035,1 in 48,0.678010,777,1146,180
1.7500,0.021035,1 in 48,0.654634,671,1025,180
2.0000,0.021035,1 in 48,0.594709,562,945,180
2.2500,0.021035,1 in 48,0.574592,493,858,180
2.5000,0.021035,1 in 48,0.525031,430,819,180
2.7500,0.021035,1 in 48,0.506884,405,799,180
3.0000,0.021035,1 in 48,0.487671,356,730,180
3.2500,0.021035,1 in 48,0.472914,323,683,180
3.5000,0.021035,1 in 48,0.457184,315,689,180
3.7500,0.021035,1 in 48,0.414286,290,700,180
4.0000,0.021035,1 in 48,0.394203,272,690,180
4.2500,0.021035,1 in 48,0.426810,277,649,180
4.5000,0.021035,1 in 48,0.403595,247,612,180
4.7500,0.021035,1 in 48,0.400335,239,597,180
5.0000,0.021035,1 in 48,0.364842,220,603,180
5.2500,0.021035,1 in 48,0.326700,197,603,180
5.5000,0.021035,1 in 48,0.368696,212,575,180
5.7500,0.021035,1 in 48,0.342152,194,567,180
6.0000,0.021035,1 in 48,0.339416,186,548,180
6.2500,0.021035,1 in 48,0.313187,171,546,180
6.5000,0.021035,1 in 48,0.254973,141,553,180
6.7500,0.021035,1 in 48,0.264045,141,534,180
7.0000,0.021035,1 in 48,0.286573,143,499,180
7.2500,0.021035,1 in 48,0.286290,142,496,180
7.5000,0.021035,1 in 48,0.273092,136,498,180
7.7500,0.021035,1 in 48,0.225100,113,502,180
8.0000,0.021035,1 in 48,0.249480,120,481,180
8.2500,0.021035,1 in 48,0.190377,91,478,180
8.5000,0.021035,1 in 48,0.182796,85,465,180
8.7500,0.021035,1 in 48,0.192394,86,447,180
9.0000,0.021035,1 in 48,0.130820,59,451,180
9.2500,0.021035,1 in 48,0.110360,49,444,180
9.5000,0.021035,1 in 48,0.112385,49,436,180
9.7500,0.021035,1 in 48,0.062937,27,429,180
10.0000,0.021035,1 in 48,0.025522,11,431,180
10.2500,0.021035,1 in 48,0.058252,24,412,180
10.5000,0.021035,1 in 48,0.055288,23,416,180
10.7500,0.021035,1 in 48,0.017413,7,402,180
11.0000,0.021035,1 in 48,0.052897,21,397,180
11.2500,0.021035,1 in 48,0.028133,11,391,180
11.5000,0.021035,1 in 48,0.023438,9,384,180
11.7500,0.021035,1 in 48,0.010471,4,382,180
12.0000,0.021035,1 in 48,0.010256,4,390,180
1.0000,0.022281,1 in 45,0.743068,1206,1623,180
1.2500,0.022281,1 in 45,0.687313,921,1340,180
1.5000,0.022281,1 in 45,0.640449,741,1157,180
1.7500,0.022281,1 in 45,0.605825,624,1030,180
2.0000,0.022281,1 in 45,0.530992,514,968,180
2.2500,0.022281,1 in 45,0.500000,442,884,180
2.5000,0.022281,1 in 45,0.495858,419,845,180
2.7500,0.022281,1 in 45,0.509294,411,807,180
3.0000,0.022281,1 in 45,0.466755,351,752,180
3.2500,0.022281,1 in 45,0.459916,327,711,180
3.5000,0.022281,1 in 45,0.446453,321,719,180
3.7500,0.022281,1 in 45,0.421053,288,684,180
4.0000,0.022281,1 in 45,0.405286,276,681,180
4.2500,0.022281,1 in 45,0.379856,264,695,180
4.5000,0.022281,1 in 45,0.393519,255,648,180
4.7500,0.022281,1 in 45,0.370915,227,612,180
5.0000,0.022281,1 in 45,0.341977,211,617,180
5.2500,0.022281,1 in 45,0.312195,192,615,180
5.5000,0.022281,1 in 45,0.338542,195,576,180
5.7500,0.022281,1 in 45,0.347518,196,564,180
6.0000,0.022281,1 in 45,0.327370,183,559,180
6.2500,0.022281,1 in 45,0.282374,157,556,180
6.5000,0.022281,1 in 45,0.291280,157,539,180
6.7500,0.022281,1 in 45,0.242026,129,533,180
7.0000,0.022281,1 in 45,0.228893,122,533,180
7.2500,0.022281,1 in 45,0.238004,124,521,180
7.5000,0.022281,1 in 45,0.283951,138,486,180
7.7500,0.022281,1 in 45,0.238866,118,494,180
8.0000,0.022281,1 in 45,0.186000,93,500,180
8.2500,0.022281,1 in 45,0.133874,66,493,180
8.5000,0.022281,1 in 45,0.190476,88,462,180
8.7500,0.022281,1 in 45,0.143167,66,461,180
9.0000,0.022281,1 in 45,0.128603,58,451,180
9.2500,0.022281,1 in 45,0.138952,61,439,180
9.5000,0.022281,1 in 45,0.108046,47,435,180
9.7500,0.022281,1 in 45,0.045455,20,440,180
10.0000,0.022281,1 in 45,0.096852,40,413,180
10.2500,0.022281,1 in 45,0.084541,35,414,180
10.5000,0.022281,1 in 45,0.002304,1,434,180
10.7500,0.022281,1 in 45,0.043981,19,432,180
11.0000,0.022281,1 in 45,0.002506,1,399,180
11.2500,0.022281,1 in 45,0.002463,1,406,180
11.5000,0.022281,1 in 45,0.019002,8,421,180
11.7500,0.022281,1 in 45,0.020566,8,389,180
12.0000,0.022281,1 in 45,0.012853,5,389,180
1.0000,0.023602,1 in 42,0.723945,1167,1612,180
1.2500,0.023602,1 in 42,0.700675,934,1333,180
1.5000,0.023602,1 in 42,0.639485,745,1165,180
1.7500,0.023602,1 in 42,0.602871,630,1045,180
2.0000,0.023602,1 in 42,0.543067,517,952,180
2.2500,0.023602,1 in 42,0.532110,464,872,180
2.5000,0.023602,1 in 42,0.501174,427,852,180
2.7500,0.023602,1 in 42,0.443128,374,844,180
3.0000,0.023602,1 in 42,0.429319,328,764,180
3.2500,0.023602,1 in 42,0.435526,331,760,180
3.5000,0.023602,1 in 42,0.422316,299,708,180
3.7500,0.023602,1 in 42,0.392458,281,716,180
4.0000,0.023602,1 in 42,0.404348,279,690,180
4.2500,0.023602,1 in 42,0.416290,276,663,180
4.5000,0.023602,1 in 42,0.351682,230,654,180
4.7500,0.023602,1 in 42,0.337405,221,655,180
5.0000,0.023602,1 in 42,0.330658,206,623,180
5.2500,0.023602,1 in 42,0.345178,204,591,180
5.5000,0.023602,1 in 42,0.324324,192,592,180
5.7500,0.023602,1 in 42,0.294218,173,588,180
6.0000,0.023602,1 in 42,0.270690,157,580,180
6.2500,0.023602,1 in 42,0.244863,143,584,180
6.5000,0.023602,1 in 42,0.264286,148,560,180
6.7500,0.023602,1 in 42,0.233151,128,549,180
7.0000,0.023602,1 in 42,0.223881,120,536,180
7.2500,0.023602,1 in 42,0.210832,109,517,180
7.5000,0.023602,1 in 42,0.213178,110,516,180
7.7500,0.023602,1 in 42,0.124283,65,523,180
8.0000,0.023602,1 in 42,0.140281,70,499,180
8.2500,0.023602,1 in 42,0.170782,83,486,180
8.5000,0.023602,1 in 42,0.144654,69,477,180
8.7500,0.023602,1 in 42,0.103376,49,474,180
9.0000,0.023602,1 in 42,0.104925,49,467,180
9.2500,0.023602,1 in 42,0.109131,49,449,180
9.5000,0.023602,1 in 42,0.100686,44,437,180
9.7500,0.023602,1 in 42,0.045558,20,439,180
10.0000,0.023602,1 in 42,0.052133,22,422,180
10.2500,0.023602,1 in 42,0.002336,1,428,180
10.5000,0.023602,1 in 42,0.009238,4,433,180
10.7500,0.023602,1 in 42,0.002294,1,436,180
11.0000,0.023602,1 in 42,0.052009,22,423,180
11.2500,0.023602,1 in 42,0.004515,2,443,180
11.5000,0.023602,1 in 42,0.006608,3,454,180
11.7500,0.023602,1 in 42,0.020833,9,432,180
12.0000,0.023602,1 in 42,0.016746,7,418,180
1.0000,0.025000,1 in 40,0.715442,1149,1606,180
1.2500,0.025000,1 in 40,0.675575,910,1347,180
1.5000,0.025000,1 in 40,0.642241,745,1160,180
1.7500,0.025000,1 in 40,0.595238,625,1050,180
2.0000,0.025000,1 in 40,0.542408,518,955,180
2.2500,0.025000,1 in 40,0.514541,460,894,180
2.5000,0.025000,1 in 40,0.460661,404,877,180
2.7500,0.025000,1 in 40,0.456576,368,806,180
3.0000,0.025000,1 in 40,0.459038,353,769,180
3.2500,0.025000,1 in 40,0.403820,296,733,180
3.5000,0.025000,1 in 40,0.403581,293,726,180
3.7500,0.025000,1 in 40,0.378116,273,722,180
4.0000,0.025000,1 in 40,0.372222,268,720,180
4.2500,0.025000,1 in 40,0.353780,248,701,180
4.5000,0.025000,1 in 40,0.312680,217,694,180
4.7500,0.025000,1 in 40,0.315234,209,663,180
5.0000,0.025000,1 in 40,0.358766,221,616,180
5.2500,0.025000,1 in 40,0.298578,189,633,180
5.5000,0.025000,1 in 40,0.244582,158,646,180
5.7500,0.025000,1 in 40,0.286667,172,600,180
6.0000,0.025000,1 in 40,0.257143,153,595,180
6.2500,0.025000,1 in 40,0.236207,137,580,180
6.5000,0.025000,1 in 40,0.231579,132,570,180
6.7500,0.025000,1 in 40,0.184588,103,558,180
7.0000,0.025000,1 in 40,0.155477,88,566,180
7.2500,0.025000,1 in 40,0.138632,75,541,180
7.5000,0.025000,1 in 40,0.157795,83,526,180
7.7500,0.025000,1 in 40,0.158301,82,518,180
8.0000,0.025000,1 in 40,0.092131,48,521,180
8.2500,0.025000,1 in 40,0.095238,48,504,180
8.5000,0.025000,1 in 40,0.104603,50,478,180
8.7500,0.025000,1 in 40,0.080000,38,475,180
9.0000,0.025000,1 in 40,0.125275,57,455,180
9.2500,0.025000,1 in 40,0.026477,13,491,180
9.5000,0.025000,1 in 40,0.076577,34,444,180
9.7500,0.025000,1 in 40,0.051454,23,447,180
10.0000,0.025000,1 in 40,0.012500,6,480,180
10.2500,0.025000,1 in 40,0.006757,3,444,180
10.5000,0.025000,1 in 40,0.008811,4,454,180
10.7500,0.025000,1 in 40,0.013043,6,460,180
11.0000,0.025000,1 in 40,0.015766,7,444,180
11.2500,0.025000,1 in 40,0.006977,3,430,180
11.5000,0.025000,1 in 40,0.004484,2,446,180
11.7500,0.025000,1 in 40,0.002222,1,450,180
12.0000,0.025000,1 in 40,0.006912,3,434,180
