delay_hours,bug_probability,bug_rate_label,success_probability,successful_deployments,total_deployments,simulation_days
5.7500,0.004709,1 in 212,0.793532,319,402,180
6.0000,0.004709,1 in 212,0.770202,305,396,180
6.2500,0.004709,1 in 212,0.791237,307,388,180
6.5000,0.004709,1 in 212,0.801546,311,388,180
6.7500,0.004709,1 in 212,0.741206,295,398,180
7.0000,0.004709,1 in 212,0.730769,285,390,180
7.2500,0.004709,1 in 212,0.767810,291,379,180
7.5000,0.004709,1 in 212,0.780749,292,374,180
7.7500,0.004709,1 in 212,0.745407,284,381,180
8.0000,0.004709,1 in 212,0.776567,285,367,180
8.2500,0.004709,1 in 212,0.751412,266,354,180
8.5000,0.004709,1 in 212,0.785075,263,335,180
8.7500,0.004709,1 in 212,0.746130,241,323,180
9.0000,0.004709,1 in 212,0.762712,225,295,180
9.2500,0.004709,1 in 212,0.674912,191,283,180
9.5000,0.004709,1 in 212,0.690299,185,268,180
9.7500,0.004709,1 in 212,0.656604,174,265,180
10.0000,0.004709,1 in 212,0.649057,172,265,180
10.2500,0.004709,1 in 212,0.673152,173,257,180
10.5000,0.004709,1 in 212,0.694118,177,255,180
10.7500,0.004709,1 in 212,0.664093,172,259,180
11.0000,0.004709,1 in 212,0.693878,170,245,180
11.2500,0.004709,1 in 212,0.646154,168,260,180
11.5000,0.004709,1 in 212,0.672065,166,247,180
11.7500,0.004709,1 in 212,0.677551,166,245,180
12.0000,0.004709,1 in 212,0.669323,168,251,180
1.0000,0.004988,1 in 200,0.939529,1476,1571,180
1.2500,0.004988,1 in 200,0.950311,1224,1288,180
1.5000,0.004988,1 in 200,0.918478,1014,1104,180
1.7500,0.004988,1 in 200,0.889344,868,976,180
2.0000,0.004988,1 in 200,0.899207,794,883,180
2.2500,0.004988,1 in 200,0.882429,683,774,180
2.5000,0.004988,1 in 200,0.889503,644,724,180
2.7500,0.004988,1 in 200,0.868272,613,706,180
3.0000,0.004988,1 in 200,0.861157,521,605,180
3.2500,0.004988,1 in 200,0.844086,471,558,180
3.5000,0.004988,1 in 200,0.834532,464,556,180
3.7500,0.004988,1 in 200,0.852727,469,550,180
4.0000,0.004988,1 in 200,0.812616,438,539,180
4.2500,0.004988,1 in 200,0.832031,426,512,180
4.5000,0.004988,1 in 200,0.808370,367,454,180
4.7500,0.004988,1 in 200,0.791155,322,407,180
5.0000,0.004988,1 in 200,0.817955,328,401,180
5.2500,0.004988,1 in 200,0.789731,323,409,180
5.5000,0.004988,1 in 200,0.803030,318,396,180
5.7500,0.004988,1 in 200,0.796954,314,394,180
6.0000,0.004988,1 in 200,0.756219,304,402,180
6.2500,0.004988,1 in 200,0.791237,307,388,180
6.5000,0.004988,1 in 200,0.794344,309,389,180
6.7500,0.004988,1 in 200,0.812010,311,383,180
7.0000,0.004988,1 in 200,0.753927,288,382,180
7.2500,0.004988,1 in 200,0.780161,291,373,180
7.5000,0.004988,1 in 200,0.746667,280,375,180
7.7500,0.004988,1 in 200,0.761905,288,378,180
8.0000,0.004988,1 in 200,0.780488,288,369,180
8.2500,0.004988,1 in 200,0.698324,250,358,180
8.5000,0.004988,1 in 200,0.747093,257,344,180
8.7500,0.004988,1 in 200,0.750789,238,317,180
9.0000,0.004988,1 in 200,0.677524,208,307,180
9.2500,0.004988,1 in 200,0.658621,191,290,180
9.5000,0.004988,1 in 200,0.697674,180,258,180
9.7500,0.004988,1 in 200,0.652830,173,265,180
10.0000,0.004988,1 in 200,0.606498,168,277,180
10.2500,0.004988,1 in 200,0.697581,173,248,180
10.5000,0.004988,1 in 200,0.653992,172,263,180
10.7500,0.004988,1 in 200,0.690083,167,242,180
11.0000,0.004988,1 in 200,0.648438,166,256,180
11.2500,0.004988,1 in 200,0.634615,165,260,180
11.5000,0.004988,1 in 200,0.659919,163,247,180
11.7500,0.004988,1 in 200,0.630769,164,260,180
12.0000,0.004988,1 in 200,0.638889,161,252,180
1.0000,0.005284,1 in 189,0.947870,1491,1573,180
1.2500,0.005284,1 in 189,0.921236,1193,1295,180
1.5000,0.005284,1 in 189,0.916819,1003,1094,180
1.7500,0.005284,1 in 189,0.913133,883,967,180
2.0000,0.005284,1 in 189,0.898649,798,888,180
2.2500,0.005284,1 in 189,0.870466,672,772,180
2.5000,0.005284,1 in 189,0.872253,635,728,180
2.7500,0.005284,1 in 189,0.865906,607,701,180
3.0000,0.005284,1 in 189,0.849180,518,610,180
3.2500,0.005284,1 in 189,0.826855,468,566,180
3.5000,0.005284,1 in 189,0.814617,457,561,180
3.7500,0.005284,1 in 189,0.821818,452,550,180
4.0000,0.005284,1 in 189,0.829945,449,541,180
4.2500,0.005284,1 in 189,0.756190,397,525,180
4.5000,0.005284,1 in 189,0.778947,370,475,180
4.7500,0.005284,1 in 189,0.748201,312,417,180
5.0000,0.005284,1 in 189,0.791563,319,403,180
5.2500,0.005284,1 in 189,0.745098,304,408,180
5.5000,0.005284,1 in 189,0.762836,312,409,180
5.7500,0.005284,1 in 189,0.770781,306,397,180
6.0000,0.005284,1 in 189,0.733333,297,405,180
6.2500,0.005284,1 in 189,0.731343,294,402,180
6.5000,0.005284,1 in 189,0.785340,300,382,180
6.7500,0.005284,1 in 189,0.793734,304,383,180
7.0000,0.005284,1 in 189,0.740933,286,386,180
7.2500,0.005284,1 in 189,0.776316,295,380,180
7.5000,0.005284,1 in 189,0.761780,291,382,180
7.7500,0.005284,1 in 189,0.783641,297,379,180
8.0000,0.005284,1 in 189,0.687664,262,381,180
8.2500,0.005284,1 in 189,0.717087,256,357,180
8.5000,0.005284,1 in 189,0.719298,246,342,180
8.7500,0.005284,1 in 189,0.705167,232,329,180
9.0000,0.005284,1 in 189,0.647249,200,309,180
9.2500,0.005284,1 in 189,0.661972,188,284,180
9.5000,0.005284,1 in 189,0.635379,176,277,180
9.7500,0.005284,1 in 189,0.661654,176,266,180
10.0000,0.005284,1 in 189,0.639706,174,272,180
10.2500,0.005284,1 in 189,0.586572,166,283,180
10.5000,0.005284,1 in 189,0.635338,169,266,180
10.7500,0.005284,1 in 189,0.602190,165,274,180
11.0000,0.005284,1 in 189,0.614786,158,257,180
11.2500,0.005284,1 in 189,0.625984,159,254,180
11.5000,0.005284,1 in 189,0.672000,168,250,180
11.7500,0.005284,1 in 189,0.650980,166,255,180
12.0000,0.005284,1 in 189,0.644788,167,259,180
1.0000,0.005597,1 in 179,0.949649,1490,1569,180
1.2500,0.005597,1 in 179,0.921947,1193,1294,180
1.5000,0.005597,1 in 179,0.915913,1013,1106,180
1.7500,0.005597,1 in 179,0.883505,857,970,180
2.0000,0.005597,1 in 179,0.878409,773,880,180
2.2500,0.005597,1 in 179,0.862644,672,779,180
2.5000,0.005597,1 in 179,0.870879,634,728,180
2.7500,0.005597,1 in 179,0.857347,601,701,180
3.0000,0.005597,1 in 179,0.818328,509,622,180
3.2500,0.005597,1 in 179,0.801394,460,574,180
3.5000,0.005597,1 in 179,0.830054,464,559,180
3.7500,0.005597,1 in 179,0.803249,445,554,180
4.0000,0.005597,1 in 179,0.808989,432,534,180
4.2500,0.005597,1 in 179,0.805019,417,518,180
4.5000,0.005597,1 in 179,0.799117,362,453,180
4.7500,0.005597,1 in 179,0.749415,320,427,180
5.0000,0.005597,1 in 179,0.776699,320,412,180
5.2500,0.005597,1 in 179,0.749392,308,411,180
5.5000,0.005597,1 in 179,0.736715,305,414,180
5.7500,0.005597,1 in 179,0.746988,310,415,180
6.0000,0.005597,1 in 179,0.761787,307,403,180
6.2500,0.005597,1 in 179,0.714640,288,403,180
6.5000,0.005597,1 in 179,0.739691,287,388,180
6.7500,0.005597,1 in 179,0.751979,285,379,180
7.0000,0.005597,1 in 179,0.781818,301,385,180
7.2500,0.005597,1 in 179,0.769029,293,381,180
7.5000,0.005597,1 in 179,0.744125,285,383,180
7.7500,0.005597,1 in 179,0.736148,279,379,180
8.0000,0.005597,1 in 179,0.762803,283,371,180
8.2500,0.005597,1 in 179,0.720222,260,361,180
8.5000,0.005597,1 in 179,0.659942,229,347,180
8.7500,0.005597,1 in 179,0.674627,226,335,180
9.0000,0.005597,1 in 179,0.698675,211,302,180
9.2500,0.005597,1 in 179,0.671378,190,283,180
9.5000,0.005597,1 in 179,0.632143,177,280,180
9.7500,0.005597,1 in 179,0.666667,172,258,180
10.0000,0.005597,1 in 179,0.628571,176,280,180
10.2500,0.005597,1 in 179,0.632959,169,267,180
10.5000,0.005597,1 in 179,0.614545,169,275,180
10.7500,0.005597,1 in 179,0.592857,166,280,180
11.0000,0.005597,1 in 179,0.571429,156,273,180
11.2500,0.005597,1 in 179,0.593985,158,266,180
11.5000,0.005597,1 in 179,0.582707,155,266,180
11.7500,0.005597,1 in 179,0.660000,165,250,180
12.0000,0.005597,1 in 179,0.562264,149,265,180
1.0000,0.005928,1 in 169,0.930662,1463,1572,180
1.2500,0.005928,1 in 169,0.931061,1202,1291,180
1.5000,0.005928,1 in 169,0.893926,986,1103,180
1.7500,0.005928,1 in 169,0.887064,864,974,180
2.0000,0.005928,1 in 169,0.888763,783,881,180
2.2500,0.005928,1 in 169,0.849490,666,784,180
2.5000,0.005928,1 in 169,0.876033,636,726,180
2.7500,0.005928,1 in 169,0.837607,588,702,180
3.0000,0.005928,1 in 169,0.830128,518,624,180
3.2500,0.005928,1 in 169,0.805654,456,566,180
3.5000,0.005928,1 in 169,0.789753,447,566,180
3.7500,0.005928,1 in 169,0.797853,446,559,180
4.0000,0.005928,1 in 169,0.829907,444,535,180
4.2500,0.005928,1 in 169,0.811538,422,520,180
4.5000,0.005928,1 in 169,0.748927,349,466,180
4.7500,0.005928,1 in 169,0.785714,330,420,180
5.0000,0.005928,1 in 169,0.781553,322,412,180
5.2500,0.005928,1 in 169,0.734793,302,411,180
5.5000,0.005928,1 in 169,0.747573,308,412,180
5.7500,0.005928,1 in 169,0.801527,315,393,180
6.0000,0.005928,1 in 169,0.704715,284,403,180
6.2500,0.005928,1 in 169,0.746231,297,398,180
6.5000,0.005928,1 in 169,0.761538,297,390,180
6.7500,0.005928,1 in 169,0.735369,289,393,180
7.0000,0.005928,1 in 169,0.756477,292,386,180
7.2500,0.005928,1 in 169,0.718750,276,384,180
7.5000,0.005928,1 in 169,0.707692,276,390,180
7.7500,0.005928,1 in 169,0.746032,282,378,180
8.0000,0.005928,1 in 169,0.722222,273,378,180
8.2500,0.005928,1 in 169,0.710744,258,363,180
8.5000,0.005928,1 in 169,0.681690,242,355,180
8.7500,0.005928,1 in 169,0.701807,233,332,180
9.0000,0.005928,1 in 169,0.690554,212,307,180
9.2500,0.005928,1 in 169,0.694245,193,278,180
9.5000,0.005928,1 in 169,0.585034,172,294,180
9.7500,0.005928,1 in 169,0.590909,169,286,180
10.0000,0.005928,1 in 169,0.643678,168,261,180
10.2500,0.005928,1 in 169,0.659091,174,264,180
10.5000,0.005928,1 in 169,0.595668,165,277,180
10.7500,0.005928,1 in 169,0.608696,168,276,180
11.0000,0.005928,1 in 169,0.669323,168,251,180
11.2500,0.005928,1 in 169,0.602996,161,267,180
11.5000,0.005928,1 in 169,0.590038,154,261,180
11.7500,0.005928,1 in 169,0.606870,159,262,180
12.0000,0.005928,1 in 169,0.612167,161,263,180
1.0000,0.006280,1 in 159,0.937540,1471,1569,180
1.2500,0.006280,1 in 159,0.913647,1185,1297,180
1.5000,0.006280,1 in 159,0.895739,988,1103,180
1.7500,0.006280,1 in 159,0.880412,854,970,180
2.0000,0.006280,1 in 159,0.864713,767,887,180
2.2500,0.006280,1 in 159,0.875648,676,772,180
2.5000,0.006280,1 in 159,0.851034,617,725,180
2.7500,0.006280,1 in 159,0.842407,588,698,180
3.0000,0.006280,1 in 159,0.809984,503,621,180
3.2500,0.006280,1 in 159,0.783595,449,573,180
3.5000,0.006280,1 in 159,0.808028,463,573,180
3.7500,0.006280,1 in 159,0.802158,446,556,180
4.0000,0.006280,1 in 159,0.793738,431,543,180
4.2500,0.006280,1 in 159,0.792636,409,516,180
4.5000,0.006280,1 in 159,0.776316,354,456,180
4.7500,0.006280,1 in 159,0.729977,319,437,180
5.0000,0.006280,1 in 159,0.731308,313,428,180
5.2500,0.006280,1 in 159,0.740291,305,412,180
5.5000,0.006280,1 in 159,0.755501,309,409,180
5.7500,0.006280,1 in 159,0.692124,290,419,180
6.0000,0.006280,1 in 159,0.726829,298,410,180
6.2500,0.006280,1 in 159,0.750617,304,405,180
6.5000,0.006280,1 in 159,0.707921,286,404,180
6.7500,0.006280,1 in 159,0.716883,276,385,180
7.0000,0.006280,1 in 159,0.699248,279,399,180
7.2500,0.006280,1 in 159,0.751309,287,382,180
7.5000,0.006280,1 in 159,0.719160,274,381,180
7.7500,0.006280,1 in 159,0.743455,284,382,180
8.0000,0.006280,1 in 159,0.677003,262,387,180
8.2500,0.006280,1 in 159,0.662198,247,373,180
8.5000,0.006280,1 in 159,0.691643,240,347,180
8.7500,0.006280,1 in 159,0.677515,229,338,180
9.0000,0.006280,1 in 159,0.630225,196,311,180
9.2500,0.006280,1 in 159,0.636986,186,292,180
9.5000,0.006280,1 in 159,0.614841,174,283,180
9.7500,0.006280,1 in 159,0.595156,172,289,180
10.0000,0.006280,1 in 159,0.656489,172,262,180
10.2500,0.006280,1 in 159,0.594306,167,281,180
10.5000,0.006280,1 in 159,0.613971,167,272,180
10.7500,0.006280,1 in 159,0.637736,169,265,180
11.0000,0.006280,1 in 159,0.592058,164,277,180
11.2500,0.006280,1 in 159,0.591760,158,267,180
11.5000,0.006280,1 in 159,0.581132,154,265,180
11.7500,0.006280,1 in 159,0.556777,152,273,180
12.0000,0.006280,1 in 159,0.560440,153,273,180
1.0000,0.006652,1 in 150,0.918575,1444,1572,180
1.2500,0.006652,1 in 150,0.900154,1172,1302,180
1.5000,0.006652,1 in 150,0.902816,994,1101,180
1.7500,0.006652,1 in 150,0.888660,862,970,180
2.0000,0.006652,1 in 150,0.860702,760,883,180
2.2500,0.006652,1 in 150,0.855670,664,776,180
2.5000,0.006652,1 in 150,0.826265,604,731,180
2.7500,0.006652,1 in 150,0.818830,574,701,180
3.0000,0.006652,1 in 150,0.797448,500,627,180
3.2500,0.006652,1 in 150,0.772487,438,567,180
3.5000,0.006652,1 in 150,0.790780,446,564,180
3.7500,0.006652,1 in 150,0.801085,443,553,180
4.0000,0.006652,1 in 150,0.772313,424,549,180
4.2500,0.006652,1 in 150,0.741021,392,529,180
4.5000,0.006652,1 in 150,0.759740,351,462,180
4.7500,0.006652,1 in 150,0.695260,308,443,180
5.0000,0.006652,1 in 150,0.714623,303,424,180
5.2500,0.006652,1 in 150,0.711316,308,433,180
5.5000,0.006652,1 in 150,0.695238,292,420,180
5.7500,0.006652,1 in 150,0.705314,292,414,180
6.0000,0.006652,1 in 150,0.730583,301,412,180
6.2500,0.006652,1 in 150,0.715311,299,418,180
6.5000,0.006652,1 in 150,0.705446,285,404,180
6.7500,0.006652,1 in 150,0.713198,281,394,180
7.0000,0.006652,1 in 150,0.690955,275,398,180
7.2500,0.006652,1 in 150,0.718346,278,387,180
7.5000,0.006652,1 in 150,0.710594,275,387,180
7.7500,0.006652,1 in 150,0.700508,276,394,180
8.0000,0.006652,1 in 150,0.758152,279,368,180
8.2500,0.006652,1 in 150,0.656676,241,367,180
8.5000,0.006652,1 in 150,0.671388,237,353,180
8.7500,0.006652,1 in 150,0.643068,218,339,180
9.0000,0.006652,1 in 150,0.613497,200,326,180
9.2500,0.006652,1 in 150,0.640138,185,289,180
9.5000,0.006652,1 in 150,0.601375,175,291,180
9.7500,0.006652,1 in 150,0.605735,169,279,180
10.0000,0.006652,1 in 150,0.565517,164,290,180
10.2500,0.006652,1 in 150,0.552901,162,293,180
10.5000,0.006652,1 in 150,0.622711,170,273,180
10.7500,0.006652,1 in 150,0.537162,159,296,180
11.0000,0.006652,1 in 150,0.552448,158,286,180
11.2500,0.006652,1 in 150,0.576779,154,267,180
11.5000,0.006652,1 in 150,0.554745,152,274,180
11.7500,0.006652,1 in 150,0.530466,148,279,180
12.0000,0.006652,1 in 150,0.519713,145,279,180
1.0000,0.007046,1 in 142,0.922589,1454,1576,180
1.2500,0.007046,1 in 142,0.898462,1168,1300,180
1.5000,0.007046,1 in 142,0.892015,983,1102,180
1.7500,0.007046,1 in 142,0.875514,851,972,180
2.0000,0.007046,1 in 142,0.857466,758,884,180
2.2500,0.007046,1 in 142,0.824134,642,779,180
2.5000,0.007046,1 in 142,0.817321,604,739,180
2.7500,0.007046,1 in 142,0.821023,578,704,180
3.0000,0.007046,1 in 142,0.808989,504,623,180
3.2500,0.007046,1 in 142,0.788909,441,559,180
3.5000,0.007046,1 in 142,0.764912,436,570,180
3.7500,0.007046,1 in 142,0.776978,432,556,180
4.0000,0.007046,1 in 142,0.814607,435,534,180
4.2500,0.007046,1 in 142,0.755639,402,532,180
4.5000,0.007046,1 in 142,0.739958,350,473,180
4.7500,0.007046,1 in 142,0.732394,312,426,180
5.0000,0.007046,1 in 142,0.727059,309,425,180
5.2500,0.007046,1 in 142,0.661253,285,431,180
5.5000,0.007046,1 in 142,0.728132,308,423,180
5.7500,0.007046,1 in 142,0.718072,298,415,180
6.0000,0.007046,1 in 142,0.676960,285,421,180
6.2500,0.007046,1 in 142,0.668269,278,416,180
6.5000,0.007046,1 in 142,0.734336,293,399,180
6.7500,0.007046,1 in 142,0.697733,277,397,180
7.0000,0.007046,1 in 142,0.684864,276,403,180
7.2500,0.007046,1 in 142,0.719697,285,396,180
7.5000,0.007046,1 in 142,0.690104,265,384,180
7.7500,0.007046,1 in 142,0.669211,263,393,180
8.0000,0.007046,1 in 142,0.679688,261,384,180
8.2500,0.007046,1 in 142,0.642077,235,366,180
8.5000,0.007046,1 in 142,0.638418,226,354,180
8.7500,0.007046,1 in 142,0.634503,217,342,180
9.0000,0.007046,1 in 142,0.603175,190,315,180
9.2500,0.007046,1 in 142,0.582524,180,309,180
9.5000,0.007046,1 in 142,0.550489,169,307,180
9.7500,0.007046,1 in 142,0.584775,169,289,180
10.0000,0.007046,1 in 142,0.580756,169,291,180
10.2500,0.007046,1 in 142,0.558621,162,290,180
10.5000,0.007046,1 in 142,0.567474,164,289,180
10.7500,0.007046,1 in 142,0.541379,157,290,180
11.0000,0.007046,1 in 142,0.524476,150,286,180
11.2500,0.007046,1 in 142,0.534545,147,275,180
11.5000,0.007046,1 in 142,0.505226,145,287,180
11.7500,0.007046,1 in 142,0.536496,147,274,180
12.0000,0.007046,1 in 142,0.557196,151,271,180
1.0000,0.007463,1 in 134,0.909149,1431,1574,180
1.2500,0.007463,1 in 134,0.895143,1161,1297,180
1.5000,0.007463,1 in 134,0.878733,971,1105,180
1.7500,0.007463,1 in 134,0.856704,837,977,180
2.0000,0.007463,1 in 134,0.856180,762,890,180
2.2500,0.007463,1 in 134,0.834395,655,785,180
2.5000,0.007463,1 in 134,0.818801,601,734,180
2.7500,0.007463,1 in 134,0.745152,538,722,180
3.0000,0.007463,1 in 134,0.786284,493,627,180
3.2500,0.007463,1 in 134,0.799296,454,568,180
3.5000,0.007463,1 in 134,0.747368,426,570,180
3.7500,0.007463,1 in 134,0.736014,421,572,180
4.0000,0.007463,1 in 134,0.789762,432,547,180
4.2500,0.007463,1 in 134,0.707182,384,543,180
4.5000,0.007463,1 in 134,0.704403,336,477,180
4.7500,0.007463,1 in 134,0.691954,301,435,180
